Neighborhood,Date,Connections
Downtown Boston,12/17/2015 12:00:00 AM,539
South Boston,12/17/2015 12:00:00 AM,254
Hyde Park,12/17/2015 12:00:00 AM,526
City Hall Truck,12/17/2015 12:00:00 AM,0
Dorchester,12/19/2015 12:00:00 AM,342
Dorchester,12/20/2015 12:00:00 AM,303
East Boston,12/18/2015 12:00:00 AM,154
Roxbury,12/19/2015 12:00:00 AM,1628
Roslindale,12/20/2015 12:00:00 AM,322
Roslindale,12/19/2015 12:00:00 AM,426
East Boston,12/20/2015 12:00:00 AM,92
Roslindale,12/18/2015 12:00:00 AM,643
Downtown Boston,12/19/2015 12:00:00 AM,636
South Boston,12/18/2015 12:00:00 AM,263
Downtown Boston,12/20/2015 12:00:00 AM,639
City Hall Truck,12/20/2015 12:00:00 AM,0
Charlestown,12/19/2015 12:00:00 AM,12
Charlestown,12/20/2015 12:00:00 AM,11
Hyde Park,12/19/2015 12:00:00 AM,417
East Boston,12/19/2015 12:00:00 AM,129
Parks,12/19/2015 12:00:00 AM,638
Roxbury,12/20/2015 12:00:00 AM,1516
South Boston,12/20/2015 12:00:00 AM,173
Hyde Park,12/18/2015 12:00:00 AM,556
City Hall Truck,12/18/2015 12:00:00 AM,0
Parks,12/20/2015 12:00:00 AM,572
Charlestown,12/18/2015 12:00:00 AM,32
Hyde Park,12/20/2015 12:00:00 AM,391
Downtown Boston,12/18/2015 12:00:00 AM,651
Roxbury,12/18/2015 12:00:00 AM,3279
City Hall Truck,12/19/2015 12:00:00 AM,0
Parks,12/18/2015 12:00:00 AM,654
South Boston,12/19/2015 12:00:00 AM,209
Dorchester,12/18/2015 12:00:00 AM,422
Roxbury,12/21/2015 12:00:00 AM,1917
Hyde Park,12/21/2015 12:00:00 AM,434
City Hall Truck,12/21/2015 12:00:00 AM,0
Roslindale,12/21/2015 12:00:00 AM,565
Dorchester,12/21/2015 12:00:00 AM,372
South Boston,12/22/2015 12:00:00 AM,181
Parks,12/21/2015 12:00:00 AM,699
City Hall Truck,12/22/2015 12:00:00 AM,0
Roxbury,12/22/2015 12:00:00 AM,2193
Roslindale,12/22/2015 12:00:00 AM,593
Downtown Boston,12/22/2015 12:00:00 AM,772
East Boston,12/21/2015 12:00:00 AM,144
Hyde Park,12/22/2015 12:00:00 AM,468
Downtown Boston,12/21/2015 12:00:00 AM,750
Charlestown,12/22/2015 12:00:00 AM,37
East Boston,12/22/2015 12:00:00 AM,147
Charlestown,12/21/2015 12:00:00 AM,23
South Boston,12/21/2015 12:00:00 AM,210
Parks,12/22/2015 12:00:00 AM,551
Dorchester,12/22/2015 12:00:00 AM,321
Charlestown,12/23/2015 12:00:00 AM,28
Roxbury,12/23/2015 12:00:00 AM,2237
Dorchester,12/23/2015 12:00:00 AM,355
Parks,12/23/2015 12:00:00 AM,665
East Boston,12/23/2015 12:00:00 AM,156
Roslindale,12/23/2015 12:00:00 AM,552
City Hall Truck,12/23/2015 12:00:00 AM,0
Hyde Park,12/23/2015 12:00:00 AM,493
South Boston,12/23/2015 12:00:00 AM,199
Hyde Park,05/02/2014 12:00:00 AM,0
Allston Brighton,11/10/2014 12:00:00 AM,131
South Boston,08/14/2015 12:00:00 AM,540
Hyde Park,08/30/2014 12:00:00 AM,3
Hyde Park,10/05/2014 12:00:00 AM,55
South Boston,12/25/2015 12:00:00 AM,151
Hyde Park,05/04/2014 12:00:00 AM,0
South Boston,11/05/2014 12:00:00 AM,131
Hyde Park,12/26/2015 12:00:00 AM,456
Allston Brighton,04/28/2014 12:00:00 AM,0
South Boston,12/23/2014 12:00:00 AM,64
Hyde Park,05/26/2014 12:00:00 AM,17
South Boston,06/20/2015 12:00:00 AM,319
Allston Brighton,08/06/2014 12:00:00 AM,108
Hyde Park,08/26/2014 12:00:00 AM,0
Hyde Park,06/28/2014 12:00:00 AM,49
Allston Brighton,08/04/2015 12:00:00 AM,195
Allston Brighton,01/03/2015 12:00:00 AM,83
South Boston,07/22/2014 12:00:00 AM,232
Allston Brighton,08/09/2015 12:00:00 AM,132
South Boston,06/11/2014 12:00:00 AM,185
Allston Brighton,07/22/2015 12:00:00 AM,147
Hyde Park,08/22/2014 12:00:00 AM,8
Allston Brighton,11/16/2014 12:00:00 AM,98
South Boston,06/01/2014 12:00:00 AM,208
Hyde Park,08/05/2015 12:00:00 AM,414
Allston Brighton,12/23/2014 12:00:00 AM,105
Allston Brighton,06/17/2014 12:00:00 AM,62
Allston Brighton,10/29/2014 12:00:00 AM,130
Hyde Park,11/01/2014 12:00:00 AM,75
South Boston,10/03/2014 12:00:00 AM,196
Allston Brighton,08/12/2015 12:00:00 AM,150
Hyde Park,08/17/2015 12:00:00 AM,597
Allston Brighton,05/07/2014 12:00:00 AM,66
Hyde Park,06/26/2014 12:00:00 AM,43
South Boston,02/10/2015 12:00:00 AM,61
South Boston,02/19/2015 12:00:00 AM,86
Hyde Park,12/02/2014 12:00:00 AM,100
Hyde Park,07/05/2014 12:00:00 AM,49
South Boston,07/25/2014 12:00:00 AM,220
Hyde Park,09/04/2014 12:00:00 AM,5
Hyde Park,08/28/2014 12:00:00 AM,11
Allston Brighton,10/03/2014 12:00:00 AM,142
Hyde Park,01/14/2015 12:00:00 AM,95
Hyde Park,06/25/2014 12:00:00 AM,61
South Boston,01/21/2015 12:00:00 AM,113
Hyde Park,11/26/2014 12:00:00 AM,83
Allston Brighton,10/26/2014 12:00:00 AM,80
South Boston,09/13/2014 12:00:00 AM,106
Allston Brighton,05/26/2014 12:00:00 AM,69
Allston Brighton,01/09/2015 12:00:00 AM,124
Allston Brighton,12/06/2014 12:00:00 AM,124
Hyde Park,10/19/2014 12:00:00 AM,70
Allston Brighton,02/09/2015 12:00:00 AM,51
Hyde Park,08/11/2014 12:00:00 AM,9
Hyde Park,07/06/2014 12:00:00 AM,44
Allston Brighton,02/24/2015 12:00:00 AM,130
Hyde Park,06/01/2014 12:00:00 AM,32
South Boston,05/19/2014 12:00:00 AM,106
Hyde Park,02/18/2015 12:00:00 AM,77
South Boston,11/02/2014 12:00:00 AM,86
Allston Brighton,05/13/2014 12:00:00 AM,73
Allston Brighton,06/03/2014 12:00:00 AM,96
Hyde Park,08/10/2015 12:00:00 AM,478
South Boston,11/16/2014 12:00:00 AM,62
South Boston,01/06/2015 12:00:00 AM,72
Hyde Park,01/31/2015 12:00:00 AM,103
Allston Brighton,12/19/2014 12:00:00 AM,130
Allston Brighton,06/11/2014 12:00:00 AM,104
Hyde Park,08/19/2014 12:00:00 AM,6
South Boston,05/08/2014 12:00:00 AM,91
Allston Brighton,05/19/2015 12:00:00 AM,139
South Boston,05/03/2014 12:00:00 AM,56
Allston Brighton,07/09/2014 12:00:00 AM,108
Allston Brighton,07/03/2014 12:00:00 AM,93
Allston Brighton,02/02/2015 12:00:00 AM,38
South Boston,10/29/2014 12:00:00 AM,154
Allston Brighton,11/22/2014 12:00:00 AM,123
South Boston,12/24/2015 12:00:00 AM,188
South Boston,12/14/2014 12:00:00 AM,66
Allston Brighton,08/15/2015 12:00:00 AM,133
Allston Brighton,08/25/2014 12:00:00 AM,75
South Boston,11/18/2014 12:00:00 AM,82
Roslindale,12/27/2015 12:00:00 AM,279
Allston Brighton,10/19/2014 12:00:00 AM,110
Hyde Park,06/12/2014 12:00:00 AM,46
Hyde Park,06/19/2014 12:00:00 AM,54
South Boston,12/19/2014 12:00:00 AM,53
South Boston,07/18/2014 12:00:00 AM,255
Hyde Park,02/23/2015 12:00:00 AM,99
South Boston,05/23/2014 12:00:00 AM,106
South Boston,10/06/2014 12:00:00 AM,193
Allston Brighton,07/01/2014 12:00:00 AM,101
Hyde Park,05/22/2014 12:00:00 AM,39
Allston Brighton,09/09/2014 12:00:00 AM,145
Hyde Park,05/17/2014 12:00:00 AM,23
Allston Brighton,08/11/2014 12:00:00 AM,120
Allston Brighton,09/24/2015 12:00:00 AM,183
Allston Brighton,12/02/2015 12:00:00 AM,177
Hyde Park,08/02/2014 12:00:00 AM,71
Allston Brighton,04/29/2014 12:00:00 AM,0
Allston Brighton,11/20/2015 12:00:00 AM,208
Allston Brighton,11/29/2015 12:00:00 AM,103
South Boston,11/14/2014 12:00:00 AM,83
South Boston,10/15/2014 12:00:00 AM,205
Allston Brighton,02/10/2015 12:00:00 AM,86
South Boston,12/20/2014 12:00:00 AM,46
Hyde Park,11/21/2014 12:00:00 AM,90
Allston Brighton,11/12/2015 12:00:00 AM,163
South Boston,12/27/2015 12:00:00 AM,146
South Boston,05/22/2014 12:00:00 AM,125
Hyde Park,12/01/2014 12:00:00 AM,91
Downtown Boston,12/24/2015 12:00:00 AM,772
Hyde Park,01/15/2015 12:00:00 AM,90
Allston Brighton,10/10/2015 12:00:00 AM,158
Allston Brighton,11/08/2015 12:00:00 AM,120
South Boston,01/28/2015 12:00:00 AM,91
Hyde Park,07/04/2014 12:00:00 AM,23
Hyde Park,11/27/2014 12:00:00 AM,48
South Boston,05/18/2014 12:00:00 AM,145
Hyde Park,05/21/2014 12:00:00 AM,42
South Boston,05/28/2014 12:00:00 AM,108
Hyde Park,08/10/2014 12:00:00 AM,8
Allston Brighton,10/30/2015 12:00:00 AM,223
Allston Brighton,07/06/2014 12:00:00 AM,82
South Boston,01/30/2015 12:00:00 AM,130
Allston Brighton,08/21/2015 12:00:00 AM,194
Hyde Park,06/02/2014 12:00:00 AM,40
Allston Brighton,10/31/2014 12:00:00 AM,172
Allston Brighton,06/01/2014 12:00:00 AM,86
Hyde Park,06/13/2014 12:00:00 AM,42
Hyde Park,05/13/2014 12:00:00 AM,23
Allston Brighton,07/01/2015 12:00:00 AM,153
Allston Brighton,10/31/2015 12:00:00 AM,209
Allston Brighton,08/29/2014 12:00:00 AM,144
Hyde Park,08/14/2014 12:00:00 AM,13
Allston Brighton,10/01/2015 12:00:00 AM,177
Allston Brighton,09/19/2015 12:00:00 AM,154
Allston Brighton,08/07/2014 12:00:00 AM,128
Hyde Park,07/02/2015 12:00:00 AM,404
Allston Brighton,07/29/2014 12:00:00 AM,130
Charlestown,12/26/2015 12:00:00 AM,11
Allston Brighton,07/22/2014 12:00:00 AM,107
Hyde Park,06/06/2015 12:00:00 AM,265
Allston Brighton,12/25/2015 12:00:00 AM,32
Allston Brighton,06/08/2014 12:00:00 AM,69
Allston Brighton,12/27/2015 12:00:00 AM,53
Allston Brighton,10/09/2014 12:00:00 AM,169
Allston Brighton,12/12/2015 12:00:00 AM,67
Hyde Park,08/03/2015 12:00:00 AM,375
Allston Brighton,08/07/2015 12:00:00 AM,199
Allston Brighton,10/16/2014 12:00:00 AM,135
Allston Brighton,09/20/2015 12:00:00 AM,146
South Boston,09/26/2014 12:00:00 AM,245
South Boston,02/06/2015 12:00:00 AM,73
South Boston,08/12/2014 12:00:00 AM,196
Allston Brighton,09/04/2015 12:00:00 AM,162
Hyde Park,04/29/2015 12:00:00 AM,413
Allston Brighton,07/04/2014 12:00:00 AM,72
Allston Brighton,08/12/2014 12:00:00 AM,106
Allston Brighton,06/16/2015 12:00:00 AM,147
South Boston,12/26/2015 12:00:00 AM,166
South Boston,11/30/2014 12:00:00 AM,78
Allston Brighton,07/02/2014 12:00:00 AM,92
Allston Brighton,01/13/2015 12:00:00 AM,111
South Boston,08/24/2014 12:00:00 AM,156
South Boston,11/19/2014 12:00:00 AM,70
Hyde Park,11/02/2014 12:00:00 AM,60
South Boston,06/03/2014 12:00:00 AM,241
Hyde Park,06/15/2014 12:00:00 AM,31
South Boston,09/25/2014 12:00:00 AM,215
Allston Brighton,10/19/2015 12:00:00 AM,156
Allston Brighton,02/14/2015 12:00:00 AM,110
Allston Brighton,09/15/2015 12:00:00 AM,175
Hyde Park,07/18/2014 12:00:00 AM,72
Hyde Park,07/09/2014 12:00:00 AM,58
Hyde Park,05/30/2014 12:00:00 AM,42
Allston Brighton,07/26/2014 12:00:00 AM,91
Allston Brighton,05/19/2014 12:00:00 AM,77
Hyde Park,07/11/2014 12:00:00 AM,58
South Boston,05/14/2014 12:00:00 AM,119
Allston Brighton,06/21/2014 12:00:00 AM,97
Allston Brighton,09/04/2014 12:00:00 AM,114
Allston Brighton,11/19/2015 12:00:00 AM,183
Hyde Park,03/23/2015 12:00:00 AM,476
Allston Brighton,07/17/2014 12:00:00 AM,128
South Boston,10/10/2014 12:00:00 AM,185
Hyde Park,11/25/2014 12:00:00 AM,91
Hyde Park,09/03/2014 12:00:00 AM,4
Allston Brighton,10/27/2014 12:00:00 AM,143
Allston Brighton,07/27/2014 12:00:00 AM,96
Hyde Park,07/28/2014 12:00:00 AM,7
Hyde Park,07/15/2014 12:00:00 AM,64
Hyde Park,05/24/2014 12:00:00 AM,28
Allston Brighton,01/08/2015 12:00:00 AM,74
Allston Brighton,08/03/2014 12:00:00 AM,94
Hyde Park,06/09/2014 12:00:00 AM,63
Charlestown,12/27/2015 12:00:00 AM,4
Hyde Park,08/15/2014 12:00:00 AM,16
Hyde Park,09/14/2014 12:00:00 AM,4
Allston Brighton,10/02/2014 12:00:00 AM,115
Allston Brighton,09/01/2015 12:00:00 AM,197
Allston Brighton,01/27/2015 12:00:00 AM,25
Hyde Park,07/27/2014 12:00:00 AM,44
Allston Brighton,05/24/2014 12:00:00 AM,60
South Boston,02/25/2015 12:00:00 AM,109
Hyde Park,08/09/2015 12:00:00 AM,400
South Boston,09/11/2014 12:00:00 AM,124
Hyde Park,08/16/2014 12:00:00 AM,6
Hyde Park,01/03/2015 12:00:00 AM,93
Hyde Park,09/01/2014 12:00:00 AM,3
Hyde Park,01/19/2015 12:00:00 AM,72
South Boston,08/25/2015 12:00:00 AM,433
Downtown Boston,12/25/2015 12:00:00 AM,485
Allston Brighton,12/07/2014 12:00:00 AM,101
South Boston,11/04/2014 12:00:00 AM,162
Allston Brighton,05/01/2014 12:00:00 AM,68
Allston Brighton,12/14/2015 12:00:00 AM,61
South Boston,05/10/2014 12:00:00 AM,109
Hyde Park,10/04/2014 12:00:00 AM,86
Hyde Park,08/23/2015 12:00:00 AM,600
Hyde Park,06/25/2015 12:00:00 AM,334
South Boston,12/10/2014 12:00:00 AM,50
Allston Brighton,05/18/2014 12:00:00 AM,63
Hyde Park,02/13/2015 12:00:00 AM,104
South Boston,01/17/2015 12:00:00 AM,96
Allston Brighton,09/26/2014 12:00:00 AM,169
Hyde Park,07/24/2014 12:00:00 AM,75
South Boston,02/14/2015 12:00:00 AM,86
Hyde Park,10/08/2014 12:00:00 AM,49
Hyde Park,08/04/2014 12:00:00 AM,84
Hyde Park,01/17/2015 12:00:00 AM,89
Allston Brighton,08/30/2015 12:00:00 AM,157
Allston Brighton,06/25/2014 12:00:00 AM,95
Hyde Park,02/28/2015 12:00:00 AM,101
Hyde Park,12/27/2015 12:00:00 AM,463
Hyde Park,08/16/2015 12:00:00 AM,530
Allston Brighton,08/14/2015 12:00:00 AM,162
Hyde Park,12/22/2014 12:00:00 AM,84
Allston Brighton,08/01/2014 12:00:00 AM,132
Allston Brighton,01/07/2015 12:00:00 AM,115
Parks,12/26/2015 12:00:00 AM,1031
Allston Brighton,05/29/2014 12:00:00 AM,83
Hyde Park,07/01/2014 12:00:00 AM,55
Allston Brighton,01/19/2015 12:00:00 AM,104
Hyde Park,05/08/2015 12:00:00 AM,492
Allston Brighton,03/24/2015 12:00:00 AM,119
Hyde Park,02/19/2015 12:00:00 AM,85
Hyde Park,05/23/2014 12:00:00 AM,36
Hyde Park,08/24/2015 12:00:00 AM,649
Allston Brighton,12/21/2014 12:00:00 AM,94
Allston Brighton,07/12/2014 12:00:00 AM,113
Hyde Park,11/11/2014 12:00:00 AM,63
Allston Brighton,05/15/2014 12:00:00 AM,82
South Boston,02/27/2015 12:00:00 AM,114
South Boston,09/18/2014 12:00:00 AM,125
Allston Brighton,09/07/2015 12:00:00 AM,135
South Boston,08/27/2014 12:00:00 AM,150
South Boston,11/28/2014 12:00:00 AM,50
South Boston,05/30/2014 12:00:00 AM,154
Allston Brighton,09/22/2015 12:00:00 AM,159
South Boston,06/15/2014 12:00:00 AM,293
Hyde Park,10/24/2014 12:00:00 AM,90
Allston Brighton,09/10/2014 12:00:00 AM,143
Allston Brighton,10/20/2014 12:00:00 AM,131
South Boston,07/15/2014 12:00:00 AM,157
South Boston,05/25/2014 12:00:00 AM,131
Hyde Park,08/29/2014 12:00:00 AM,4
Allston Brighton,12/15/2014 12:00:00 AM,154
Allston Brighton,10/08/2015 12:00:00 AM,167
South Boston,08/09/2015 12:00:00 AM,409
South Boston,01/05/2015 12:00:00 AM,80
Allston Brighton,07/18/2014 12:00:00 AM,123
Allston Brighton,09/08/2015 12:00:00 AM,180
Hyde Park,10/27/2014 12:00:00 AM,86
Allston Brighton,11/06/2015 12:00:00 AM,228
Allston Brighton,06/22/2014 12:00:00 AM,89
Hyde Park,10/12/2014 12:00:00 AM,78
Charlestown,12/24/2015 12:00:00 AM,14
Hyde Park,05/01/2014 12:00:00 AM,0
Allston Brighton,07/10/2014 12:00:00 AM,101
Allston Brighton,10/03/2015 12:00:00 AM,175
Hyde Park,09/15/2014 12:00:00 AM,28
Allston Brighton,05/31/2014 12:00:00 AM,76
Allston Brighton,08/16/2014 12:00:00 AM,109
Allston Brighton,06/24/2014 12:00:00 AM,97
Allston Brighton,07/08/2014 12:00:00 AM,111
Hyde Park,01/29/2015 12:00:00 AM,74
Hyde Park,09/17/2014 12:00:00 AM,35
South Boston,07/05/2014 12:00:00 AM,203
Allston Brighton,12/26/2015 12:00:00 AM,48
Allston Brighton,11/06/2014 12:00:00 AM,119
Hyde Park,02/26/2015 12:00:00 AM,89
South Boston,09/28/2014 12:00:00 AM,369
Hyde Park,08/08/2015 12:00:00 AM,445
Hyde Park,01/05/2015 12:00:00 AM,105
South Boston,07/08/2014 12:00:00 AM,201
Allston Brighton,06/13/2014 12:00:00 AM,96
South Boston,08/02/2015 12:00:00 AM,620
Allston Brighton,10/12/2015 12:00:00 AM,154
South Boston,01/19/2015 12:00:00 AM,77
Allston Brighton,09/24/2014 12:00:00 AM,140
South Boston,04/30/2014 12:00:00 AM,54
Allston Brighton,07/24/2014 12:00:00 AM,123
Hyde Park,11/03/2014 12:00:00 AM,94
Hyde Park,06/11/2014 12:00:00 AM,58
South Boston,08/20/2015 12:00:00 AM,439
Allston Brighton,08/04/2014 12:00:00 AM,115
Hyde Park,01/28/2015 12:00:00 AM,54
East Boston,12/24/2015 12:00:00 AM,132
South Boston,09/03/2014 12:00:00 AM,115
Allston Brighton,10/04/2014 12:00:00 AM,115
Allston Brighton,10/17/2014 12:00:00 AM,173
South Boston,07/14/2014 12:00:00 AM,136
Hyde Park,05/09/2014 12:00:00 AM,31
Allston Brighton,09/03/2014 12:00:00 AM,125
Allston Brighton,02/25/2015 12:00:00 AM,125
Allston Brighton,02/07/2015 12:00:00 AM,126
South Boston,01/02/2015 12:00:00 AM,60
Allston Brighton,08/08/2015 12:00:00 AM,145
South Boston,06/06/2014 12:00:00 AM,166
Hyde Park,12/28/2014 12:00:00 AM,68
South Boston,05/17/2014 12:00:00 AM,115
Allston Brighton,12/29/2014 12:00:00 AM,85
Allston Brighton,02/23/2015 12:00:00 AM,122
Hyde Park,12/29/2014 12:00:00 AM,74
South Boston,08/29/2014 12:00:00 AM,112
Allston Brighton,06/27/2014 12:00:00 AM,115
Hyde Park,06/15/2015 12:00:00 AM,273
Allston Brighton,11/15/2015 12:00:00 AM,136
South Boston,02/09/2015 12:00:00 AM,48
South Boston,10/24/2014 12:00:00 AM,135
South Boston,08/07/2015 12:00:00 AM,488
South Boston,05/06/2014 12:00:00 AM,68
Allston Brighton,03/28/2015 12:00:00 AM,97
Hyde Park,05/07/2014 12:00:00 AM,29
South Boston,09/20/2014 12:00:00 AM,91
South Boston,01/20/2015 12:00:00 AM,128
Allston Brighton,01/30/2015 12:00:00 AM,160
Hyde Park,12/16/2014 12:00:00 AM,88
South Boston,07/14/2015 12:00:00 AM,471
Hyde Park,06/29/2014 12:00:00 AM,42
Allston Brighton,07/28/2014 12:00:00 AM,97
Hyde Park,05/20/2014 12:00:00 AM,31
Allston Brighton,12/10/2015 12:00:00 AM,77
South Boston,05/21/2014 12:00:00 AM,131
Allston Brighton,11/27/2015 12:00:00 AM,114
Hyde Park,07/29/2014 12:00:00 AM,10
Hyde Park,04/02/2015 12:00:00 AM,521
South Boston,12/28/2014 12:00:00 AM,68
Allston Brighton,11/07/2015 12:00:00 AM,149
Hyde Park,02/11/2015 12:00:00 AM,89
Hyde Park,11/14/2014 12:00:00 AM,91
Allston Brighton,08/26/2015 12:00:00 AM,179
South Boston,12/25/2014 12:00:00 AM,41
Allston Brighton,08/05/2014 12:00:00 AM,111
Hyde Park,11/15/2014 12:00:00 AM,83
South Boston,01/11/2015 12:00:00 AM,54
South Boston,06/18/2014 12:00:00 AM,258
Allston Brighton,02/27/2015 12:00:00 AM,154
South Boston,06/29/2015 12:00:00 AM,322
South Boston,07/30/2014 12:00:00 AM,196
Allston Brighton,12/06/2015 12:00:00 AM,60
Allston Brighton,09/14/2015 12:00:00 AM,179
South Boston,06/07/2014 12:00:00 AM,273
Allston Brighton,12/24/2014 12:00:00 AM,73
South Boston,08/31/2014 12:00:00 AM,114
Allston Brighton,10/06/2015 12:00:00 AM,151
Allston Brighton,12/22/2014 12:00:00 AM,120
Allston Brighton,12/18/2014 12:00:00 AM,142
South Boston,05/17/2015 12:00:00 AM,344
Hyde Park,11/16/2014 12:00:00 AM,63
Allston Brighton,02/26/2015 12:00:00 AM,127
Allston Brighton,02/05/2015 12:00:00 AM,153
Allston Brighton,12/05/2014 12:00:00 AM,172
Allston Brighton,06/12/2014 12:00:00 AM,104
Allston Brighton,08/21/2014 12:00:00 AM,103
Allston Brighton,01/18/2015 12:00:00 AM,103
Allston Brighton,08/11/2015 12:00:00 AM,149
South Boston,08/22/2015 12:00:00 AM,380
South Boston,01/18/2015 12:00:00 AM,67
South Boston,06/23/2014 12:00:00 AM,226
Allston Brighton,12/22/2015 12:00:00 AM,59
Hyde Park,06/07/2014 12:00:00 AM,35
South Boston,06/02/2014 12:00:00 AM,229
Allston Brighton,02/03/2015 12:00:00 AM,115
South Boston,07/09/2014 12:00:00 AM,205
Allston Brighton,11/23/2014 12:00:00 AM,95
South Boston,01/13/2015 12:00:00 AM,110
Hyde Park,07/31/2014 12:00:00 AM,9
Allston Brighton,08/03/2015 12:00:00 AM,153
Allston Brighton,05/05/2015 12:00:00 AM,139
Allston Brighton,05/29/2015 12:00:00 AM,167
Allston Brighton,12/18/2015 12:00:00 AM,77
Hyde Park,09/27/2014 12:00:00 AM,94
Allston Brighton,12/07/2015 12:00:00 AM,53
Allston Brighton,07/13/2014 12:00:00 AM,66
Allston Brighton,06/05/2015 12:00:00 AM,170
South Boston,08/27/2015 12:00:00 AM,456
South Boston,07/16/2014 12:00:00 AM,123
South Boston,02/20/2015 12:00:00 AM,107
Allston Brighton,07/23/2014 12:00:00 AM,113
Allston Brighton,12/31/2014 12:00:00 AM,98
South Boston,10/21/2014 12:00:00 AM,144
Hyde Park,07/14/2014 12:00:00 AM,68
South Boston,01/25/2015 12:00:00 AM,99
Hyde Park,02/17/2015 12:00:00 AM,78
Allston Brighton,05/16/2014 12:00:00 AM,81
Hyde Park,11/22/2014 12:00:00 AM,67
Allston Brighton,01/14/2015 12:00:00 AM,128
Hyde Park,11/20/2014 12:00:00 AM,87
Allston Brighton,12/08/2014 12:00:00 AM,142
Roslindale,12/26/2015 12:00:00 AM,361
Allston Brighton,08/18/2014 12:00:00 AM,118
Hyde Park,09/12/2014 12:00:00 AM,8
Hyde Park,10/09/2014 12:00:00 AM,82
South Boston,11/08/2014 12:00:00 AM,130
Allston Brighton,09/14/2014 12:00:00 AM,106
Hyde Park,12/09/2014 12:00:00 AM,84
Hyde Park,06/19/2015 12:00:00 AM,329
Allston Brighton,09/10/2015 12:00:00 AM,163
Allston Brighton,11/09/2014 12:00:00 AM,114
Allston Brighton,08/28/2014 12:00:00 AM,123
Hyde Park,02/05/2015 12:00:00 AM,93
Allston Brighton,12/25/2014 12:00:00 AM,49
Hyde Park,12/12/2014 12:00:00 AM,117
Allston Brighton,08/13/2014 12:00:00 AM,100
South Boston,12/22/2014 12:00:00 AM,57
South Boston,01/03/2015 12:00:00 AM,56
Hyde Park,12/15/2014 12:00:00 AM,100
South Boston,12/08/2014 12:00:00 AM,44
Hyde Park,09/09/2014 12:00:00 AM,15
Hyde Park,02/01/2015 12:00:00 AM,80
Hyde Park,02/07/2015 12:00:00 AM,81
Allston Brighton,08/13/2015 12:00:00 AM,166
Allston Brighton,11/14/2014 12:00:00 AM,163
Hyde Park,01/10/2015 12:00:00 AM,88
South Boston,11/12/2014 12:00:00 AM,85
Hyde Park,05/14/2014 12:00:00 AM,33
Allston Brighton,10/29/2015 12:00:00 AM,176
Hyde Park,12/25/2014 12:00:00 AM,52
Hyde Park,04/29/2014 12:00:00 AM,0
Allston Brighton,11/03/2015 12:00:00 AM,180
Allston Brighton,08/18/2015 12:00:00 AM,163
South Boston,02/24/2015 12:00:00 AM,115
South Boston,08/26/2014 12:00:00 AM,51
Allston Brighton,10/22/2015 12:00:00 AM,193
Allston Brighton,02/22/2015 12:00:00 AM,93
Hyde Park,02/25/2015 12:00:00 AM,97
South Boston,10/17/2014 12:00:00 AM,206
South Boston,06/29/2014 12:00:00 AM,305
Hyde Park,11/30/2014 12:00:00 AM,53
Allston Brighton,12/20/2014 12:00:00 AM,106
Allston Brighton,12/08/2015 12:00:00 AM,67
Allston Brighton,01/28/2015 12:00:00 AM,93
Hyde Park,08/17/2014 12:00:00 AM,5
South Boston,08/03/2014 12:00:00 AM,133
Hyde Park,06/05/2014 12:00:00 AM,46
Allston Brighton,12/30/2014 12:00:00 AM,90
Hyde Park,09/23/2014 12:00:00 AM,44
Hyde Park,09/22/2014 12:00:00 AM,9
Hyde Park,03/31/2015 12:00:00 AM,495
Allston Brighton,07/07/2014 12:00:00 AM,106
Allston Brighton,11/05/2014 12:00:00 AM,132
Hyde Park,06/14/2014 12:00:00 AM,40
South Boston,09/19/2014 12:00:00 AM,100
South Boston,12/04/2014 12:00:00 AM,46
Allston Brighton,08/15/2014 12:00:00 AM,128
Allston Brighton,10/09/2015 12:00:00 AM,169
South Boston,09/12/2014 12:00:00 AM,155
Hyde Park,08/28/2015 12:00:00 AM,727
Allston Brighton,12/13/2014 12:00:00 AM,118
South Boston,09/23/2014 12:00:00 AM,171
South Boston,01/07/2015 12:00:00 AM,76
Allston Brighton,12/03/2014 12:00:00 AM,134
South Boston,09/16/2014 12:00:00 AM,88
Allston Brighton,10/02/2015 12:00:00 AM,190
Hyde Park,01/25/2015 12:00:00 AM,85
Hyde Park,07/20/2014 12:00:00 AM,38
South Boston,06/21/2015 12:00:00 AM,234
Allston Brighton,01/04/2015 12:00:00 AM,75
Hyde Park,10/06/2014 12:00:00 AM,85
Allston Brighton,12/27/2014 12:00:00 AM,93
Allston Brighton,09/17/2014 12:00:00 AM,133
Hyde Park,09/11/2014 12:00:00 AM,15
Hyde Park,09/25/2014 12:00:00 AM,84
Hyde Park,09/26/2014 12:00:00 AM,97
Allston Brighton,12/14/2014 12:00:00 AM,91
South Boston,10/27/2014 12:00:00 AM,155
South Boston,12/13/2014 12:00:00 AM,58
City Hall Truck,12/25/2015 12:00:00 AM,0
Dorchester,12/25/2015 12:00:00 AM,239
South Boston,08/05/2015 12:00:00 AM,466
Hyde Park,07/12/2014 12:00:00 AM,40
South Boston,08/14/2014 12:00:00 AM,136
Allston Brighton,12/17/2014 12:00:00 AM,145
Allston Brighton,10/05/2015 12:00:00 AM,163
Hyde Park,11/04/2014 12:00:00 AM,72
South Boston,01/10/2015 12:00:00 AM,65
South Boston,09/29/2014 12:00:00 AM,177
