Neighborhood,Date,Connections
Dorchester,08/16/2014 12:00:00 AM,499
Dorchester,08/17/2014 12:00:00 AM,391
Dorchester,08/18/2014 12:00:00 AM,426
Dorchester,08/19/2014 12:00:00 AM,348
Dorchester,08/20/2014 12:00:00 AM,412
Dorchester,08/21/2014 12:00:00 AM,393
Dorchester,08/22/2014 12:00:00 AM,435
Dorchester,08/23/2014 12:00:00 AM,434
Dorchester,08/24/2014 12:00:00 AM,310
Dorchester,08/25/2014 12:00:00 AM,283
Dorchester,08/26/2014 12:00:00 AM,154
Dorchester,08/27/2014 12:00:00 AM,348
Dorchester,08/28/2014 12:00:00 AM,375
Dorchester,08/29/2014 12:00:00 AM,494
Dorchester,08/30/2014 12:00:00 AM,381
Dorchester,08/31/2014 12:00:00 AM,357
Dorchester,09/01/2014 12:00:00 AM,360
Dorchester,09/02/2014 12:00:00 AM,429
Dorchester,09/03/2014 12:00:00 AM,448
Dorchester,09/04/2014 12:00:00 AM,459
Dorchester,09/05/2014 12:00:00 AM,468
Dorchester,09/06/2014 12:00:00 AM,367
Dorchester,09/07/2014 12:00:00 AM,338
Dorchester,09/08/2014 12:00:00 AM,446
Dorchester,09/09/2014 12:00:00 AM,483
Dorchester,09/10/2014 12:00:00 AM,457
Dorchester,09/11/2014 12:00:00 AM,471
Dorchester,09/12/2014 12:00:00 AM,537
Dorchester,09/13/2014 12:00:00 AM,369
Dorchester,09/14/2014 12:00:00 AM,338
Dorchester,09/15/2014 12:00:00 AM,484
Dorchester,09/16/2014 12:00:00 AM,471
Dorchester,09/17/2014 12:00:00 AM,484
Dorchester,09/18/2014 12:00:00 AM,485
Dorchester,09/19/2014 12:00:00 AM,515
Dorchester,09/20/2014 12:00:00 AM,400
Dorchester,09/21/2014 12:00:00 AM,313
Dorchester,09/22/2014 12:00:00 AM,473
Dorchester,09/23/2014 12:00:00 AM,494
Dorchester,09/24/2014 12:00:00 AM,473
Dorchester,09/25/2014 12:00:00 AM,435
Dorchester,09/26/2014 12:00:00 AM,546
Dorchester,09/27/2014 12:00:00 AM,451
Dorchester,09/28/2014 12:00:00 AM,424
Dorchester,09/29/2014 12:00:00 AM,525
Dorchester,09/30/2014 12:00:00 AM,497
Dorchester,10/01/2014 12:00:00 AM,509
Dorchester,10/02/2014 12:00:00 AM,521
Dorchester,10/03/2014 12:00:00 AM,579
Dorchester,10/04/2014 12:00:00 AM,398
Dorchester,10/05/2014 12:00:00 AM,372
Dorchester,10/06/2014 12:00:00 AM,478
Dorchester,10/07/2014 12:00:00 AM,504
Dorchester,10/08/2014 12:00:00 AM,373
Dorchester,10/09/2014 12:00:00 AM,611
Dorchester,10/10/2014 12:00:00 AM,600
Dorchester,10/11/2014 12:00:00 AM,420
Dorchester,10/12/2014 12:00:00 AM,409
Dorchester,10/13/2014 12:00:00 AM,393
Dorchester,10/14/2014 12:00:00 AM,576
Dorchester,10/15/2014 12:00:00 AM,542
Dorchester,10/16/2014 12:00:00 AM,515
Dorchester,10/17/2014 12:00:00 AM,640
Dorchester,10/18/2014 12:00:00 AM,476
Dorchester,10/19/2014 12:00:00 AM,418
Dorchester,10/20/2014 12:00:00 AM,500
Dorchester,10/21/2014 12:00:00 AM,520
Dorchester,10/22/2014 12:00:00 AM,483
Dorchester,10/23/2014 12:00:00 AM,492
Dorchester,10/24/2014 12:00:00 AM,576
Dorchester,10/25/2014 12:00:00 AM,506
Dorchester,10/26/2014 12:00:00 AM,411
East Boston,04/28/2014 12:00:00 AM,0
East Boston,04/29/2014 12:00:00 AM,0
East Boston,04/30/2014 12:00:00 AM,0
East Boston,05/01/2014 12:00:00 AM,0
East Boston,05/02/2014 12:00:00 AM,0
East Boston,05/03/2014 12:00:00 AM,0
East Boston,05/04/2014 12:00:00 AM,0
East Boston,05/05/2014 12:00:00 AM,0
East Boston,05/06/2014 12:00:00 AM,0
East Boston,05/07/2014 12:00:00 AM,0
East Boston,05/08/2014 12:00:00 AM,0
East Boston,05/09/2014 12:00:00 AM,0
East Boston,05/10/2014 12:00:00 AM,0
East Boston,05/11/2014 12:00:00 AM,0
East Boston,05/12/2014 12:00:00 AM,0
East Boston,05/13/2014 12:00:00 AM,0
East Boston,05/14/2014 12:00:00 AM,0
East Boston,05/15/2014 12:00:00 AM,0
East Boston,05/16/2014 12:00:00 AM,0
East Boston,05/17/2014 12:00:00 AM,0
East Boston,05/18/2014 12:00:00 AM,0
East Boston,05/19/2014 12:00:00 AM,0
East Boston,05/20/2014 12:00:00 AM,0
East Boston,05/21/2014 12:00:00 AM,0
East Boston,05/22/2014 12:00:00 AM,0
East Boston,05/23/2014 12:00:00 AM,0
East Boston,05/24/2014 12:00:00 AM,0
East Boston,05/25/2014 12:00:00 AM,0
East Boston,05/26/2014 12:00:00 AM,0
East Boston,05/27/2014 12:00:00 AM,0
East Boston,05/28/2014 12:00:00 AM,0
East Boston,05/29/2014 12:00:00 AM,0
East Boston,05/30/2014 12:00:00 AM,0
East Boston,05/31/2014 12:00:00 AM,0
East Boston,06/01/2014 12:00:00 AM,0
East Boston,06/02/2014 12:00:00 AM,0
East Boston,06/03/2014 12:00:00 AM,0
East Boston,06/04/2014 12:00:00 AM,0
East Boston,06/05/2014 12:00:00 AM,0
East Boston,06/06/2014 12:00:00 AM,0
East Boston,06/07/2014 12:00:00 AM,0
East Boston,06/08/2014 12:00:00 AM,0
East Boston,06/09/2014 12:00:00 AM,0
East Boston,06/10/2014 12:00:00 AM,0
East Boston,06/11/2014 12:00:00 AM,0
East Boston,06/12/2014 12:00:00 AM,0
East Boston,06/13/2014 12:00:00 AM,0
East Boston,06/14/2014 12:00:00 AM,0
East Boston,06/15/2014 12:00:00 AM,0
East Boston,06/16/2014 12:00:00 AM,0
East Boston,06/17/2014 12:00:00 AM,0
East Boston,06/18/2014 12:00:00 AM,0
East Boston,06/19/2014 12:00:00 AM,0
East Boston,06/20/2014 12:00:00 AM,0
East Boston,06/21/2014 12:00:00 AM,0
East Boston,06/22/2014 12:00:00 AM,0
East Boston,06/23/2014 12:00:00 AM,0
East Boston,06/24/2014 12:00:00 AM,0
East Boston,06/25/2014 12:00:00 AM,0
East Boston,06/26/2014 12:00:00 AM,0
East Boston,06/27/2014 12:00:00 AM,0
East Boston,06/28/2014 12:00:00 AM,0
East Boston,06/29/2014 12:00:00 AM,0
East Boston,06/30/2014 12:00:00 AM,0
East Boston,07/01/2014 12:00:00 AM,0
East Boston,07/02/2014 12:00:00 AM,0
East Boston,07/03/2014 12:00:00 AM,0
East Boston,07/04/2014 12:00:00 AM,0
East Boston,07/05/2014 12:00:00 AM,0
East Boston,07/06/2014 12:00:00 AM,0
East Boston,07/07/2014 12:00:00 AM,0
East Boston,07/08/2014 12:00:00 AM,0
East Boston,07/09/2014 12:00:00 AM,0
East Boston,07/10/2014 12:00:00 AM,0
East Boston,07/11/2014 12:00:00 AM,0
East Boston,07/12/2014 12:00:00 AM,0
East Boston,07/13/2014 12:00:00 AM,0
East Boston,07/14/2014 12:00:00 AM,0
East Boston,07/15/2014 12:00:00 AM,0
East Boston,07/16/2014 12:00:00 AM,0
East Boston,07/17/2014 12:00:00 AM,0
East Boston,07/18/2014 12:00:00 AM,0
East Boston,07/19/2014 12:00:00 AM,0
East Boston,07/20/2014 12:00:00 AM,0
East Boston,07/21/2014 12:00:00 AM,0
East Boston,07/22/2014 12:00:00 AM,0
East Boston,07/23/2014 12:00:00 AM,0
East Boston,07/24/2014 12:00:00 AM,0
East Boston,07/25/2014 12:00:00 AM,0
East Boston,07/26/2014 12:00:00 AM,0
East Boston,07/27/2014 12:00:00 AM,0
East Boston,07/28/2014 12:00:00 AM,0
East Boston,07/29/2014 12:00:00 AM,0
East Boston,07/30/2014 12:00:00 AM,0
Charlestown,10/27/2014 12:00:00 AM,67
Charlestown,10/28/2014 12:00:00 AM,52
Charlestown,10/29/2014 12:00:00 AM,56
Charlestown,10/30/2014 12:00:00 AM,46
Charlestown,10/31/2014 12:00:00 AM,52
Charlestown,11/01/2014 12:00:00 AM,16
Charlestown,11/02/2014 12:00:00 AM,10
City Hall Truck,10/27/2014 12:00:00 AM,0
City Hall Truck,10/28/2014 12:00:00 AM,21
City Hall Truck,10/29/2014 12:00:00 AM,26
City Hall Truck,10/30/2014 12:00:00 AM,17
City Hall Truck,10/31/2014 12:00:00 AM,33
City Hall Truck,11/01/2014 12:00:00 AM,14
City Hall Truck,11/02/2014 12:00:00 AM,0
Dorchester,10/27/2014 12:00:00 AM,503
Dorchester,10/28/2014 12:00:00 AM,550
Dorchester,10/29/2014 12:00:00 AM,550
Dorchester,10/30/2014 12:00:00 AM,580
Dorchester,10/31/2014 12:00:00 AM,679
Dorchester,11/01/2014 12:00:00 AM,411
Dorchester,11/02/2014 12:00:00 AM,330
Downtown Boston,10/27/2014 12:00:00 AM,393
Downtown Boston,10/28/2014 12:00:00 AM,525
Downtown Boston,10/29/2014 12:00:00 AM,686
Downtown Boston,10/30/2014 12:00:00 AM,498
Downtown Boston,10/31/2014 12:00:00 AM,531
Downtown Boston,11/01/2014 12:00:00 AM,276
Downtown Boston,11/02/2014 12:00:00 AM,235
East Boston,10/27/2014 12:00:00 AM,173
East Boston,10/28/2014 12:00:00 AM,163
East Boston,10/29/2014 12:00:00 AM,149
East Boston,10/30/2014 12:00:00 AM,162
Charlestown,12/01/2014 12:00:00 AM,31
Charlestown,12/02/2014 12:00:00 AM,33
Charlestown,12/03/2014 12:00:00 AM,28
Charlestown,12/04/2014 12:00:00 AM,34
Charlestown,12/05/2014 12:00:00 AM,32
Charlestown,12/06/2014 12:00:00 AM,16
Charlestown,12/07/2014 12:00:00 AM,11
Dorchester,12/01/2014 12:00:00 AM,620
Dorchester,12/02/2014 12:00:00 AM,612
Dorchester,12/03/2014 12:00:00 AM,638
Dorchester,12/04/2014 12:00:00 AM,627
Dorchester,12/05/2014 12:00:00 AM,678
Dorchester,12/06/2014 12:00:00 AM,515
Dorchester,12/07/2014 12:00:00 AM,435
Downtown Boston,12/01/2014 12:00:00 AM,323
Downtown Boston,12/02/2014 12:00:00 AM,276
Downtown Boston,12/03/2014 12:00:00 AM,303
Downtown Boston,12/04/2014 12:00:00 AM,368
Downtown Boston,12/05/2014 12:00:00 AM,397
Downtown Boston,12/06/2014 12:00:00 AM,272
Downtown Boston,12/07/2014 12:00:00 AM,208
East Boston,12/01/2014 12:00:00 AM,161
East Boston,12/02/2014 12:00:00 AM,163
East Boston,12/03/2014 12:00:00 AM,151
East Boston,12/04/2014 12:00:00 AM,175
East Boston,12/05/2014 12:00:00 AM,146
East Boston,12/06/2014 12:00:00 AM,129
East Boston,12/07/2014 12:00:00 AM,122
Parks,12/01/2014 12:00:00 AM,468
Parks,12/02/2014 12:00:00 AM,443
Parks,12/03/2014 12:00:00 AM,386
Parks,12/04/2014 12:00:00 AM,653
Parks,12/05/2014 12:00:00 AM,559
Parks,12/06/2014 12:00:00 AM,354
Parks,12/07/2014 12:00:00 AM,389
Roslindale,12/01/2014 12:00:00 AM,460
Roslindale,12/02/2014 12:00:00 AM,397
Roslindale,12/03/2014 12:00:00 AM,438
Roslindale,12/04/2014 12:00:00 AM,430
Roslindale,12/05/2014 12:00:00 AM,468
Roslindale,12/06/2014 12:00:00 AM,305
Roslindale,12/07/2014 12:00:00 AM,271
Roxbury,12/01/2014 12:00:00 AM,1145
Roxbury,12/02/2014 12:00:00 AM,1138
Roxbury,12/03/2014 12:00:00 AM,1121
Roxbury,12/04/2014 12:00:00 AM,1124
Roxbury,12/05/2014 12:00:00 AM,1247
Roxbury,12/06/2014 12:00:00 AM,879
Roxbury,12/07/2014 12:00:00 AM,724
Charlestown,12/08/2014 12:00:00 AM,25
Charlestown,12/09/2014 12:00:00 AM,25
Charlestown,12/10/2014 12:00:00 AM,28
Charlestown,12/11/2014 12:00:00 AM,30
Charlestown,12/12/2014 12:00:00 AM,19
Charlestown,12/13/2014 12:00:00 AM,22
Charlestown,12/14/2014 12:00:00 AM,8
Dorchester,12/08/2014 12:00:00 AM,581
Dorchester,12/09/2014 12:00:00 AM,544
Dorchester,12/10/2014 12:00:00 AM,480
Dorchester,12/11/2014 12:00:00 AM,430
Dorchester,12/12/2014 12:00:00 AM,497
Dorchester,12/13/2014 12:00:00 AM,424
Dorchester,12/14/2014 12:00:00 AM,343
Downtown Boston,12/08/2014 12:00:00 AM,241
Downtown Boston,12/09/2014 12:00:00 AM,195
Downtown Boston,12/10/2014 12:00:00 AM,262
Downtown Boston,12/11/2014 12:00:00 AM,315
Downtown Boston,12/12/2014 12:00:00 AM,361
Downtown Boston,12/13/2014 12:00:00 AM,352
Downtown Boston,12/14/2014 12:00:00 AM,280
East Boston,12/08/2014 12:00:00 AM,139
East Boston,12/09/2014 12:00:00 AM,122
East Boston,12/10/2014 12:00:00 AM,166
East Boston,12/11/2014 12:00:00 AM,151
East Boston,12/12/2014 12:00:00 AM,171
East Boston,12/13/2014 12:00:00 AM,159
East Boston,12/14/2014 12:00:00 AM,161
Parks,12/08/2014 12:00:00 AM,391
Parks,12/09/2014 12:00:00 AM,323
Parks,12/10/2014 12:00:00 AM,374
Parks,12/11/2014 12:00:00 AM,478
Parks,12/12/2014 12:00:00 AM,490
Parks,12/13/2014 12:00:00 AM,571
Parks,12/14/2014 12:00:00 AM,440
Roslindale,12/08/2014 12:00:00 AM,409
Roslindale,12/09/2014 12:00:00 AM,403
Roslindale,12/10/2014 12:00:00 AM,431
Roslindale,12/11/2014 12:00:00 AM,440
Roslindale,12/12/2014 12:00:00 AM,478
Roslindale,12/13/2014 12:00:00 AM,367
Roslindale,12/14/2014 12:00:00 AM,298
Roxbury,12/08/2014 12:00:00 AM,1048
Roxbury,12/09/2014 12:00:00 AM,958
Roxbury,12/10/2014 12:00:00 AM,1083
Roxbury,12/11/2014 12:00:00 AM,1076
Roxbury,12/12/2014 12:00:00 AM,1184
Roxbury,12/13/2014 12:00:00 AM,893
Roxbury,12/14/2014 12:00:00 AM,837
Charlestown,12/15/2014 12:00:00 AM,22
Charlestown,12/16/2014 12:00:00 AM,28
Charlestown,12/17/2014 12:00:00 AM,26
Charlestown,12/18/2014 12:00:00 AM,30
Charlestown,12/19/2014 12:00:00 AM,30
Charlestown,12/20/2014 12:00:00 AM,15
Charlestown,12/21/2014 12:00:00 AM,8
City Hall Truck,12/15/2014 12:00:00 AM,0
City Hall Truck,12/16/2014 12:00:00 AM,0
City Hall Truck,12/17/2014 12:00:00 AM,0
City Hall Truck,12/18/2014 12:00:00 AM,0
City Hall Truck,12/19/2014 12:00:00 AM,0
City Hall Truck,12/20/2014 12:00:00 AM,0
City Hall Truck,12/21/2014 12:00:00 AM,0
Dorchester,12/15/2014 12:00:00 AM,555
Dorchester,12/16/2014 12:00:00 AM,567
Dorchester,12/17/2014 12:00:00 AM,498
Dorchester,12/18/2014 12:00:00 AM,621
Dorchester,12/19/2014 12:00:00 AM,560
Dorchester,12/20/2014 12:00:00 AM,407
Dorchester,12/21/2014 12:00:00 AM,391
Downtown Boston,12/15/2014 12:00:00 AM,324
Downtown Boston,12/16/2014 12:00:00 AM,306
Downtown Boston,12/17/2014 12:00:00 AM,299
Downtown Boston,12/18/2014 12:00:00 AM,309
Downtown Boston,12/19/2014 12:00:00 AM,377
Downtown Boston,12/20/2014 12:00:00 AM,312
Downtown Boston,12/21/2014 12:00:00 AM,204
East Boston,12/15/2014 12:00:00 AM,158
East Boston,12/16/2014 12:00:00 AM,162
East Boston,12/17/2014 12:00:00 AM,150
East Boston,12/18/2014 12:00:00 AM,142
East Boston,12/19/2014 12:00:00 AM,164
East Boston,12/20/2014 12:00:00 AM,141
East Boston,12/21/2014 12:00:00 AM,104
Parks,12/15/2014 12:00:00 AM,460
Parks,12/16/2014 12:00:00 AM,465
Parks,12/17/2014 12:00:00 AM,443
Parks,12/18/2014 12:00:00 AM,414
Parks,12/19/2014 12:00:00 AM,488
Parks,12/20/2014 12:00:00 AM,476
Parks,12/21/2014 12:00:00 AM,183
Roslindale,12/15/2014 12:00:00 AM,441
Roslindale,12/16/2014 12:00:00 AM,412
Roslindale,12/17/2014 12:00:00 AM,425
Roslindale,12/18/2014 12:00:00 AM,411
Roslindale,12/19/2014 12:00:00 AM,476
Roslindale,12/20/2014 12:00:00 AM,349
Roslindale,12/21/2014 12:00:00 AM,247
Roxbury,12/15/2014 12:00:00 AM,1126
Roxbury,12/16/2014 12:00:00 AM,1138
Roxbury,12/17/2014 12:00:00 AM,1091
Roxbury,12/18/2014 12:00:00 AM,1073
Roxbury,12/19/2014 12:00:00 AM,1171
Roxbury,12/20/2014 12:00:00 AM,900
Roxbury,12/21/2014 12:00:00 AM,757
Dorchester,02/19/2015 12:00:00 AM,229
Dorchester,02/20/2015 12:00:00 AM,236
Dorchester,02/21/2015 12:00:00 AM,198
Dorchester,02/22/2015 12:00:00 AM,197
Parks,02/16/2015 12:00:00 AM,174
Parks,02/17/2015 12:00:00 AM,254
Parks,02/18/2015 12:00:00 AM,298
Parks,02/19/2015 12:00:00 AM,312
Parks,02/20/2015 12:00:00 AM,269
Parks,02/21/2015 12:00:00 AM,321
Parks,02/22/2015 12:00:00 AM,265
Roslindale,02/16/2015 12:00:00 AM,223
Roslindale,02/17/2015 12:00:00 AM,336
Roslindale,02/18/2015 12:00:00 AM,386
Roslindale,02/19/2015 12:00:00 AM,347
Roslindale,02/20/2015 12:00:00 AM,366
Roslindale,02/21/2015 12:00:00 AM,334
Roslindale,02/22/2015 12:00:00 AM,220
Roxbury,02/16/2015 12:00:00 AM,591
Roxbury,02/17/2015 12:00:00 AM,730
Roxbury,02/18/2015 12:00:00 AM,719
Roxbury,02/19/2015 12:00:00 AM,724
Roxbury,02/20/2015 12:00:00 AM,798
Roxbury,02/21/2015 12:00:00 AM,642
Roxbury,02/22/2015 12:00:00 AM,616
Downtown Boston,02/16/2015 12:00:00 AM,114
Downtown Boston,02/17/2015 12:00:00 AM,222
Downtown Boston,02/18/2015 12:00:00 AM,267
Downtown Boston,02/19/2015 12:00:00 AM,225
Downtown Boston,02/20/2015 12:00:00 AM,245
Downtown Boston,02/21/2015 12:00:00 AM,170
Downtown Boston,02/22/2015 12:00:00 AM,158
East Boston,02/16/2015 12:00:00 AM,78
East Boston,02/17/2015 12:00:00 AM,126
East Boston,02/18/2015 12:00:00 AM,130
East Boston,02/19/2015 12:00:00 AM,119
East Boston,02/20/2015 12:00:00 AM,131
East Boston,02/21/2015 12:00:00 AM,99
East Boston,02/22/2015 12:00:00 AM,87
Charlestown,02/23/2015 12:00:00 AM,0
Charlestown,02/24/2015 12:00:00 AM,0
Charlestown,02/25/2015 12:00:00 AM,0
Charlestown,02/26/2015 12:00:00 AM,0
Charlestown,02/27/2015 12:00:00 AM,0
Charlestown,02/28/2015 12:00:00 AM,0
Charlestown,03/01/2015 12:00:00 AM,0
City Hall Truck,02/23/2015 12:00:00 AM,0
City Hall Truck,02/24/2015 12:00:00 AM,0
City Hall Truck,02/25/2015 12:00:00 AM,0
City Hall Truck,02/26/2015 12:00:00 AM,0
City Hall Truck,02/27/2015 12:00:00 AM,0
City Hall Truck,02/28/2015 12:00:00 AM,0
City Hall Truck,03/01/2015 12:00:00 AM,0
Dorchester,02/23/2015 12:00:00 AM,295
Dorchester,02/24/2015 12:00:00 AM,300
Dorchester,02/25/2015 12:00:00 AM,316
Dorchester,02/26/2015 12:00:00 AM,284
Dorchester,02/27/2015 12:00:00 AM,353
Dorchester,02/28/2015 12:00:00 AM,251
Downtown Boston,02/23/2015 12:00:00 AM,227
Downtown Boston,02/24/2015 12:00:00 AM,238
Downtown Boston,02/25/2015 12:00:00 AM,217
Downtown Boston,02/26/2015 12:00:00 AM,237
Downtown Boston,02/27/2015 12:00:00 AM,307
Downtown Boston,02/28/2015 12:00:00 AM,224
East Boston,02/23/2015 12:00:00 AM,117
East Boston,02/24/2015 12:00:00 AM,143
East Boston,02/25/2015 12:00:00 AM,116
East Boston,02/26/2015 12:00:00 AM,147
East Boston,02/27/2015 12:00:00 AM,144
East Boston,02/28/2015 12:00:00 AM,111
Parks,02/23/2015 12:00:00 AM,264
Parks,02/24/2015 12:00:00 AM,275
Parks,02/25/2015 12:00:00 AM,335
Parks,02/26/2015 12:00:00 AM,321
Parks,02/27/2015 12:00:00 AM,344
Parks,02/28/2015 12:00:00 AM,395
Roslindale,02/23/2015 12:00:00 AM,412
Roslindale,02/24/2015 12:00:00 AM,423
Roslindale,02/25/2015 12:00:00 AM,439
Roslindale,02/26/2015 12:00:00 AM,449
Roslindale,02/27/2015 12:00:00 AM,479
Roslindale,02/28/2015 12:00:00 AM,350
Roxbury,02/23/2015 12:00:00 AM,904
Roxbury,02/24/2015 12:00:00 AM,893
Roxbury,02/25/2015 12:00:00 AM,915
Roxbury,02/26/2015 12:00:00 AM,948
Roxbury,02/27/2015 12:00:00 AM,1044
Roxbury,02/28/2015 12:00:00 AM,775
Charlestown,03/02/2015 12:00:00 AM,0
Charlestown,03/03/2015 12:00:00 AM,0
Charlestown,03/04/2015 12:00:00 AM,0
Charlestown,03/05/2015 12:00:00 AM,0
Charlestown,03/06/2015 12:00:00 AM,0
Charlestown,03/07/2015 12:00:00 AM,0
Charlestown,03/08/2015 12:00:00 AM,0
City Hall Truck,03/02/2015 12:00:00 AM,0
City Hall Truck,03/03/2015 12:00:00 AM,0
City Hall Truck,03/04/2015 12:00:00 AM,0
City Hall Truck,03/05/2015 12:00:00 AM,0
City Hall Truck,03/06/2015 12:00:00 AM,0
City Hall Truck,03/07/2015 12:00:00 AM,0
City Hall Truck,03/08/2015 12:00:00 AM,0
Downtown Boston,03/06/2015 12:00:00 AM,255
Charlestown,03/09/2015 12:00:00 AM,0
East Boston,07/31/2014 12:00:00 AM,0
East Boston,08/01/2014 12:00:00 AM,0
East Boston,08/02/2014 12:00:00 AM,0
East Boston,08/03/2014 12:00:00 AM,0
East Boston,08/04/2014 12:00:00 AM,0
East Boston,08/05/2014 12:00:00 AM,0
East Boston,08/06/2014 12:00:00 AM,0
East Boston,08/07/2014 12:00:00 AM,0
East Boston,08/08/2014 12:00:00 AM,0
East Boston,08/09/2014 12:00:00 AM,0
East Boston,08/10/2014 12:00:00 AM,0
East Boston,08/11/2014 12:00:00 AM,0
East Boston,08/12/2014 12:00:00 AM,0
East Boston,08/13/2014 12:00:00 AM,0
East Boston,08/14/2014 12:00:00 AM,0
East Boston,08/15/2014 12:00:00 AM,0
East Boston,08/16/2014 12:00:00 AM,0
East Boston,08/17/2014 12:00:00 AM,0
East Boston,08/18/2014 12:00:00 AM,0
East Boston,08/19/2014 12:00:00 AM,0
East Boston,08/20/2014 12:00:00 AM,0
East Boston,08/21/2014 12:00:00 AM,0
East Boston,08/22/2014 12:00:00 AM,0
East Boston,08/23/2014 12:00:00 AM,0
East Boston,08/24/2014 12:00:00 AM,0
East Boston,08/25/2014 12:00:00 AM,0
East Boston,08/26/2014 12:00:00 AM,0
East Boston,08/27/2014 12:00:00 AM,0
East Boston,08/28/2014 12:00:00 AM,0
East Boston,08/29/2014 12:00:00 AM,0
East Boston,08/30/2014 12:00:00 AM,0
East Boston,08/31/2014 12:00:00 AM,0
East Boston,09/01/2014 12:00:00 AM,0
East Boston,09/02/2014 12:00:00 AM,0
East Boston,09/03/2014 12:00:00 AM,0
East Boston,09/04/2014 12:00:00 AM,0
East Boston,09/05/2014 12:00:00 AM,0
East Boston,09/06/2014 12:00:00 AM,0
East Boston,09/07/2014 12:00:00 AM,0
East Boston,09/08/2014 12:00:00 AM,0
East Boston,09/09/2014 12:00:00 AM,0
East Boston,09/10/2014 12:00:00 AM,0
East Boston,09/11/2014 12:00:00 AM,0
East Boston,09/12/2014 12:00:00 AM,76
East Boston,09/13/2014 12:00:00 AM,57
East Boston,09/14/2014 12:00:00 AM,63
East Boston,09/15/2014 12:00:00 AM,104
East Boston,09/16/2014 12:00:00 AM,134
East Boston,09/17/2014 12:00:00 AM,113
East Boston,09/18/2014 12:00:00 AM,49
East Boston,09/19/2014 12:00:00 AM,127
East Boston,09/20/2014 12:00:00 AM,125
East Boston,09/21/2014 12:00:00 AM,90
East Boston,09/22/2014 12:00:00 AM,145
East Boston,09/23/2014 12:00:00 AM,142
East Boston,09/24/2014 12:00:00 AM,143
East Boston,09/25/2014 12:00:00 AM,140
East Boston,09/26/2014 12:00:00 AM,147
East Boston,09/27/2014 12:00:00 AM,120
East Boston,09/28/2014 12:00:00 AM,106
East Boston,09/29/2014 12:00:00 AM,167
East Boston,09/30/2014 12:00:00 AM,145
East Boston,10/01/2014 12:00:00 AM,135
East Boston,10/02/2014 12:00:00 AM,166
East Boston,10/03/2014 12:00:00 AM,161
East Boston,10/04/2014 12:00:00 AM,125
East Boston,10/05/2014 12:00:00 AM,104
East Boston,10/06/2014 12:00:00 AM,140
East Boston,10/07/2014 12:00:00 AM,144
East Boston,10/08/2014 12:00:00 AM,120
East Boston,10/09/2014 12:00:00 AM,158
East Boston,10/10/2014 12:00:00 AM,158
East Boston,10/11/2014 12:00:00 AM,122
East Boston,10/12/2014 12:00:00 AM,141
East Boston,10/13/2014 12:00:00 AM,100
East Boston,10/14/2014 12:00:00 AM,172
East Boston,10/15/2014 12:00:00 AM,157
East Boston,10/16/2014 12:00:00 AM,144
East Boston,10/17/2014 12:00:00 AM,194
East Boston,10/18/2014 12:00:00 AM,120
East Boston,10/19/2014 12:00:00 AM,120
East Boston,10/20/2014 12:00:00 AM,156
East Boston,10/21/2014 12:00:00 AM,161
East Boston,10/22/2014 12:00:00 AM,131
East Boston,10/23/2014 12:00:00 AM,147
East Boston,10/24/2014 12:00:00 AM,163
East Boston,10/25/2014 12:00:00 AM,140
East Boston,10/26/2014 12:00:00 AM,104
Roxbury,04/28/2014 12:00:00 AM,527
Roxbury,04/29/2014 12:00:00 AM,516
Roxbury,04/30/2014 12:00:00 AM,567
Roxbury,05/01/2014 12:00:00 AM,630
Roxbury,05/02/2014 12:00:00 AM,679
Roxbury,05/03/2014 12:00:00 AM,592
Roxbury,05/04/2014 12:00:00 AM,540
Roxbury,05/05/2014 12:00:00 AM,621
Roxbury,05/06/2014 12:00:00 AM,603
Roxbury,05/07/2014 12:00:00 AM,726
Roxbury,05/08/2014 12:00:00 AM,726
Roxbury,05/09/2014 12:00:00 AM,754
Roxbury,05/10/2014 12:00:00 AM,660
Roxbury,05/11/2014 12:00:00 AM,667
Roxbury,05/12/2014 12:00:00 AM,791
Roxbury,05/13/2014 12:00:00 AM,773
Roxbury,05/14/2014 12:00:00 AM,791
Roxbury,05/15/2014 12:00:00 AM,804
Roxbury,05/16/2014 12:00:00 AM,869
Roxbury,05/17/2014 12:00:00 AM,714
Roxbury,05/18/2014 12:00:00 AM,660
Roxbury,05/19/2014 12:00:00 AM,855
Roxbury,05/20/2014 12:00:00 AM,846
Roxbury,05/21/2014 12:00:00 AM,855
Roxbury,05/22/2014 12:00:00 AM,847
Roxbury,05/23/2014 12:00:00 AM,903
Roxbury,05/24/2014 12:00:00 AM,717
Roxbury,05/25/2014 12:00:00 AM,662
Roxbury,05/26/2014 12:00:00 AM,654
Roxbury,05/27/2014 12:00:00 AM,878
Roxbury,05/28/2014 12:00:00 AM,804
Roxbury,05/29/2014 12:00:00 AM,926
Roxbury,05/30/2014 12:00:00 AM,931
Roxbury,05/31/2014 12:00:00 AM,717
Roxbury,06/01/2014 12:00:00 AM,756
Roxbury,06/02/2014 12:00:00 AM,971
Roxbury,06/03/2014 12:00:00 AM,1016
Roxbury,06/04/2014 12:00:00 AM,904
Roxbury,06/05/2014 12:00:00 AM,872
Roxbury,06/06/2014 12:00:00 AM,1046
Roxbury,06/07/2014 12:00:00 AM,864
Roxbury,06/08/2014 12:00:00 AM,822
Roxbury,06/09/2014 12:00:00 AM,1056
